player_name,Pos,Age,Tm,Salary,G,GS,MP,FG,FGA,FGp,x3P,x3PA,x3Pp,x2P,x2PA,x2Pp,eFGp,FT,FTA,FTp,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTSpm,FTpm,BLKpm,ASTpm,STLpm,TOVpm,x3Ppm,PPG,APG,RPG
Dirk Nowitzki,PF,40,DAL,5000000,51,20,795,135,376,0.359,64,205,0.312,71,171,0.415,0.444,39,50,0.78,5,153,158,35,9,18,18,76,373,0.469,0.049,0.023,0.044,0.011,0.023,0.081,7.314,0.686,3.098
Dragan Bender,PF,21,PHO,4661280,46,27,826,88,197,0.447,22,101,0.218,66,96,0.688,0.503,32,54,0.593,34,149,183,56,18,22,37,90,230,0.278,0.039,0.027,0.068,0.022,0.045,0.027,5,1.217,3.978
Draymond Green,PF,28,GSW,17469565,66,66,2065,188,422,0.445,47,165,0.285,141,257,0.549,0.501,63,91,0.692,60,421,481,454,95,70,169,197,486,0.235,0.031,0.034,0.22,0.046,0.082,0.023,7.364,6.879,7.288
Drew Eubanks,PF,21,SAS,77250,23,0,113,15,26,0.577,0,0,0,15,26,0.577,0.577,11,13,0.846,6,28,34,7,2,5,8,11,41,0.363,0.097,0.044,0.062,0.018,0.071,0,1.783,0.304,1.478
Gary Clark,PF,24,HOU,674122,51,2,641,50,151,0.331,41,138,0.297,9,13,0.692,0.467,7,7,1,24,92,116,18,20,26,7,47,148,0.231,0.011,0.041,0.028,0.031,0.011,0.064,2.902,0.353,2.275
Georges Niang,PF,25,UTA,1512601,59,0,516,86,181,0.475,43,105,0.41,43,76,0.566,0.594,20,24,0.833,11,76,87,35,10,6,23,57,235,0.455,0.039,0.012,0.068,0.019,0.045,0.083,3.983,0.593,1.475
Giannis Antetokounmpo,PF,24,MIL,24157304,72,72,2358,721,1247,0.578,52,203,0.256,669,1044,0.641,0.599,500,686,0.729,159,739,898,424,92,110,268,232,1994,0.846,0.212,0.047,0.18,0.039,0.114,0.022,27.694,5.889,12.472
Gordon Hayward,PF,28,BOS,31214295,72,18,1863,296,635,0.466,77,231,0.333,219,404,0.542,0.527,156,187,0.834,51,271,322,244,62,23,105,104,825,0.443,0.084,0.012,0.131,0.033,0.056,0.041,11.458,3.389,4.472
Guerschon Yabusele,PF,23,BOS,2667600,41,1,251,35,77,0.455,9,28,0.321,26,49,0.531,0.513,15,22,0.682,23,30,53,15,8,7,15,32,94,0.375,0.06,0.028,0.06,0.032,0.06,0.036,2.293,0.366,1.293
Harry Giles,PF,20,SAC,2207040,58,0,820,175,348,0.503,0,6,0,175,342,0.512,0.503,58,91,0.637,66,156,222,85,31,22,73,150,408,0.498,0.071,0.027,0.104,0.038,0.089,0,7.034,1.466,3.828
Isaiah Hartenstein,PF,20,HOU,838464,28,0,221,20,41,0.488,2,6,0.333,18,35,0.514,0.512,11,14,0.786,21,26,47,15,7,12,13,56,53,0.24,0.05,0.054,0.068,0.032,0.059,0.009,1.893,0.536,1.679
Ivan Rabb,PF,21,MEM,1378242,49,13,721,116,212,0.547,3,15,0.2,113,197,0.574,0.554,49,69,0.71,70,136,206,54,17,14,35,90,284,0.394,0.068,0.019,0.075,0.024,0.049,0.004,5.796,1.102,4.204
Jabari Parker,PF,23,TOT,20000000,64,17,1724,369,749,0.493,61,195,0.313,308,554,0.556,0.533,131,184,0.712,79,342,421,152,46,30,151,145,930,0.539,0.076,0.017,0.088,0.027,0.088,0.035,14.531,2.375,6.578
James Johnson,PF,31,MIA,14420700,55,33,1164,164,379,0.433,50,149,0.336,114,230,0.496,0.499,50,70,0.714,22,154,176,135,35,27,74,114,428,0.368,0.043,0.023,0.116,0.03,0.064,0.043,7.782,2.455,3.2
JaMychal Green,PF,28,TOT,8066667,65,6,1371,230,476,0.483,71,176,0.403,159,300,0.53,0.558,80,101,0.792,104,305,409,50,45,34,87,193,611,0.446,0.058,0.025,0.036,0.033,0.063,0.052,9.4,0.769,6.292
Jared Dudley,PF,33,BRK,9530000,59,25,1220,101,239,0.423,53,151,0.351,48,88,0.545,0.533,32,46,0.696,34,121,155,83,36,16,43,131,287,0.235,0.026,0.013,0.068,0.03,0.035,0.043,4.864,1.407,2.627
Jarell Martin,PF,24,ORL,2416221,42,1,328,43,104,0.413,20,57,0.351,23,47,0.489,0.51,9,11,0.818,11,62,73,18,3,8,11,51,115,0.351,0.027,0.024,0.055,0.009,0.034,0.061,2.738,0.429,1.738
Jaren Jackson,PF,19,MEM,5922720,58,56,1515,298,589,0.506,51,142,0.359,247,447,0.553,0.549,151,197,0.766,73,199,272,64,52,82,98,220,798,0.527,0.1,0.054,0.042,0.034,0.065,0.034,13.759,1.103,4.69
Jeff Green,PF,32,WAS,2393887,77,44,2097,326,687,0.475,111,320,0.347,215,367,0.586,0.555,183,206,0.888,57,252,309,137,43,39,101,160,946,0.451,0.087,0.019,0.065,0.021,0.048,0.053,12.286,1.779,4.013
Jerami Grant,PF,24,OKC,8333333,80,77,2612,409,823,0.497,115,293,0.392,294,530,0.555,0.567,157,221,0.71,96,321,417,79,61,100,67,214,1090,0.417,0.06,0.038,0.03,0.023,0.026,0.044,13.625,0.988,5.213
Joe Ingles,PF,31,UTA,12545455,82,82,2568,359,802,0.448,189,483,0.391,170,319,0.533,0.565,87,123,0.707,35,295,330,469,98,20,193,180,994,0.387,0.034,0.008,0.183,0.038,0.075,0.074,12.122,5.72,4.024
John Collins,PF,21,ATL,2299080,61,59,1829,465,831,0.56,55,158,0.348,410,673,0.609,0.593,203,266,0.763,219,376,595,121,22,39,120,199,1188,0.65,0.111,0.021,0.066,0.012,0.066,0.03,19.475,1.984,9.754
Johnathan Motley,PF,23,LAC,77250,22,0,156,39,73,0.534,0,3,0,39,70,0.557,0.534,24,40,0.6,18,33,51,11,5,3,16,27,102,0.654,0.154,0.019,0.071,0.032,0.103,0,4.636,0.5,2.318
Jon Leuer,PF,29,DET,10002681,41,1,402,66,113,0.584,1,11,0.091,65,102,0.637,0.588,23,31,0.742,27,70,97,14,12,4,23,60,156,0.388,0.057,0.01,0.035,0.03,0.057,0.002,3.805,0.341,2.366
Jonah Bolden,PF,23,PHI,1690000,44,10,639,80,162,0.494,34,96,0.354,46,66,0.697,0.599,13,27,0.481,47,118,165,40,17,39,36,99,207,0.324,0.02,0.061,0.063,0.027,0.056,0.053,4.705,0.909,3.75
Jonas Jerebko,PF,31,GSW,2165481,73,6,1218,163,355,0.459,69,188,0.367,94,167,0.563,0.556,64,80,0.8,72,216,288,96,27,18,43,137,459,0.377,0.053,0.015,0.079,0.022,0.035,0.057,6.288,1.315,3.945
Jonathan Isaac,PF,21,ORL,4969080,75,64,1996,262,611,0.429,86,266,0.323,176,345,0.51,0.499,110,135,0.815,99,312,411,80,59,98,75,143,720,0.361,0.055,0.049,0.04,0.03,0.038,0.043,9.6,1.067,5.48
Julius Randle,PF,24,NOP,8641000,73,49,2232,571,1089,0.524,67,195,0.344,504,894,0.564,0.555,356,487,0.731,162,472,634,229,52,45,208,246,1565,0.701,0.159,0.02,0.103,0.023,0.093,0.03,21.438,3.137,8.685
Kelly Olynyk,PF,27,MIA,13537527,79,36,1812,261,564,0.463,113,319,0.354,148,245,0.604,0.563,152,185,0.822,72,303,375,140,53,37,114,183,787,0.434,0.084,0.02,0.077,0.029,0.063,0.062,9.962,1.772,4.747
Kevin Knox,PF,19,NYK,3744840,75,57,2158,338,914,0.37,125,364,0.343,213,550,0.387,0.438,162,226,0.717,61,274,335,82,43,24,114,175,963,0.446,0.075,0.011,0.038,0.02,0.053,0.058,12.84,1.093,4.467
Kevin Love,PF,30,CLE,24119025,22,21,598,109,283,0.385,53,147,0.361,56,136,0.412,0.479,103,114,0.904,33,206,239,48,6,5,42,54,374,0.625,0.172,0.008,0.08,0.01,0.07,0.089,17,2.182,10.864
Kyle Kuzma,PF,23,LAL,1689840,70,68,2314,496,1087,0.456,128,422,0.303,368,665,0.553,0.515,188,250,0.752,60,322,382,178,41,26,133,170,1308,0.565,0.081,0.011,0.077,0.018,0.057,0.055,18.686,2.543,5.457
Lance Thomas,PF,30,NYK,7119650,46,17,783,78,197,0.396,22,79,0.278,56,118,0.475,0.452,27,36,0.75,21,96,117,27,17,7,24,83,205,0.262,0.034,0.009,0.034,0.022,0.031,0.028,4.457,0.587,2.543
Lauri Markkanen,PF,21,CHI,4536120,52,51,1682,342,795,0.43,120,332,0.361,222,463,0.479,0.506,170,195,0.872,74,396,470,75,37,33,85,122,974,0.579,0.101,0.02,0.045,0.022,0.051,0.071,18.731,1.442,9.038
Luke Kornet,PF,23,NYK,1619260,46,18,784,107,283,0.378,70,193,0.363,37,90,0.411,0.502,38,46,0.826,28,107,135,54,27,42,25,41,322,0.411,0.048,0.054,0.069,0.034,0.032,0.089,7,1.174,2.935
Marcus Morris,PF,29,BOS,5375000,75,53,2091,377,844,0.447,146,389,0.375,231,455,0.508,0.533,146,173,0.844,76,382,458,109,43,25,92,181,1046,0.5,0.07,0.012,0.052,0.021,0.044,0.07,13.947,1.453,6.107
Markieff Morris,PF,29,TOT,9173294,58,16,1270,204,484,0.421,68,203,0.335,136,281,0.484,0.492,71,92,0.772,61,204,265,79,36,22,54,175,547,0.431,0.056,0.017,0.062,0.028,0.043,0.054,9.431,1.362,4.569
Marquese Chriss,PF,21,TOT,3206160,43,2,499,67,180,0.372,16,72,0.222,51,108,0.472,0.417,32,45,0.711,40,102,142,22,17,11,36,81,182,0.365,0.064,0.022,0.044,0.034,0.072,0.032,4.233,0.512,3.302
Marvin Bagley,PF,19,SAC,7314960,62,4,1567,356,706,0.504,30,96,0.313,326,610,0.534,0.525,181,262,0.691,162,309,471,62,33,59,98,120,923,0.589,0.116,0.038,0.04,0.021,0.063,0.019,14.887,1,7.597
Marvin Williams,PF,32,CHO,14087500,75,75,2133,275,652,0.422,140,382,0.366,135,270,0.5,0.529,66,86,0.767,76,331,407,92,71,61,47,156,756,0.354,0.031,0.029,0.043,0.033,0.022,0.066,10.08,1.227,5.427
Maxi Kleber,PF,27,DAL,1378242,71,18,1502,175,386,0.453,77,218,0.353,98,168,0.583,0.553,58,74,0.784,90,239,329,70,36,78,54,143,485,0.323,0.039,0.052,0.047,0.024,0.036,0.051,6.831,0.986,4.634
Michael Beasley,PF,30,LAL,3500000,26,2,277,75,153,0.49,3,17,0.176,72,136,0.529,0.5,28,39,0.718,13,47,60,25,9,10,27,42,181,0.653,0.101,0.036,0.09,0.032,0.097,0.011,6.962,0.962,2.308
Michael Kidd-Gilchrist,PF,25,CHO,13000000,64,3,1179,158,332,0.476,16,47,0.34,142,285,0.498,0.5,95,123,0.772,88,158,246,61,32,39,43,156,427,0.362,0.081,0.033,0.052,0.027,0.036,0.014,6.672,0.953,3.844
Mike Muscala,PF,27,TOT,5000000,64,10,1306,145,361,0.402,89,256,0.348,56,105,0.533,0.525,70,85,0.824,57,187,244,76,22,38,48,130,449,0.344,0.054,0.029,0.058,0.017,0.037,0.068,7.016,1.188,3.812
Mike Scott,PF,30,TOT,4320500,79,3,1395,168,420,0.4,101,252,0.401,67,168,0.399,0.52,22,33,0.667,43,233,276,66,26,13,44,156,459,0.329,0.016,0.009,0.047,0.019,0.032,0.072,5.81,0.835,3.494
Nemanja Bjelica,PF,30,SAC,6500000,77,70,1788,284,593,0.479,103,257,0.401,181,336,0.539,0.566,70,92,0.761,125,319,444,147,54,56,82,197,741,0.414,0.039,0.031,0.082,0.03,0.046,0.058,9.623,1.909,5.766
Noah Vonleh,PF,23,NYK,1621415,68,57,1722,207,440,0.47,46,137,0.336,161,303,0.531,0.523,111,156,0.712,113,415,528,129,46,51,88,174,571,0.332,0.064,0.03,0.075,0.027,0.051,0.027,8.397,1.897,7.765
Omari Spellman,PF,21,ATL,1622520,46,11,805,98,244,0.402,44,128,0.344,54,116,0.466,0.492,32,45,0.711,72,122,194,47,26,25,31,67,272,0.338,0.04,0.031,0.058,0.032,0.039,0.055,5.913,1.022,4.217
Pascal Siakam,PF,24,TOR,1544951,80,79,2548,519,945,0.549,79,214,0.369,440,731,0.602,0.591,237,302,0.785,124,425,549,248,73,52,154,241,1354,0.531,0.093,0.02,0.097,0.029,0.06,0.031,16.925,3.1,6.862
Patrick Patterson,PF,29,OKC,5451600,63,5,861,82,219,0.374,46,137,0.336,36,82,0.439,0.479,19,30,0.633,42,105,147,31,16,13,22,46,229,0.266,0.022,0.015,0.036,0.019,0.026,0.053,3.635,0.492,2.333
Paul Millsap,PF,33,DEN,29230769,70,65,1895,322,665,0.484,58,159,0.365,264,506,0.522,0.528,181,249,0.727,153,352,505,141,83,54,95,183,883,0.466,0.096,0.028,0.074,0.044,0.05,0.031,12.614,2.014,7.214
Rudy Gay,PF,32,SAS,10087200,69,51,1842,376,746,0.504,74,184,0.402,302,562,0.537,0.554,120,147,0.816,63,407,470,182,54,34,114,159,946,0.514,0.065,0.018,0.099,0.029,0.062,0.04,13.71,2.638,6.812
Ryan Anderson,PF,30,TOT,20421546,25,8,322,21,69,0.304,9,40,0.225,12,29,0.414,0.37,12,16,0.75,18,36,54,19,4,1,14,25,63,0.196,0.037,0.003,0.059,0.012,0.043,0.028,2.52,0.76,2.16
Sam Dekker,PF,24,TOT,2760094,47,5,788,120,256,0.469,19,62,0.306,101,194,0.521,0.506,28,46,0.609,53,95,148,46,38,7,24,47,287,0.364,0.036,0.009,0.058,0.048,0.03,0.024,6.106,0.979,3.149
Semi Ojeleye,PF,24,BOS,1378242,56,3,594,67,158,0.424,28,89,0.315,39,69,0.565,0.513,24,39,0.615,24,62,86,23,10,4,19,43,186,0.313,0.04,0.007,0.039,0.017,0.032,0.047,3.321,0.411,1.536
Taj Gibson,PF,33,MIN,14000000,70,57,1686,304,537,0.566,11,34,0.324,293,503,0.583,0.576,134,177,0.757,172,286,458,84,53,39,73,186,753,0.447,0.079,0.023,0.05,0.031,0.043,0.007,10.757,1.2,6.543
Thaddeus Young,PF,30,IND,13764045,81,81,2489,443,841,0.527,51,146,0.349,392,695,0.564,0.557,87,135,0.644,192,331,523,204,123,36,123,194,1024,0.411,0.035,0.014,0.082,0.049,0.049,0.02,12.642,2.519,6.457
Tobias Harris,PF,26,TOT,14800000,82,82,2847,611,1254,0.487,156,393,0.397,455,861,0.528,0.549,266,307,0.866,69,576,645,229,51,37,151,184,1644,0.577,0.093,0.013,0.08,0.018,0.053,0.055,20.049,2.793,7.866
Trey Lyles,PF,23,DEN,3364249,64,2,1120,207,495,0.418,51,200,0.255,156,295,0.529,0.47,81,116,0.698,44,202,246,87,30,23,68,93,546,0.488,0.072,0.021,0.078,0.027,0.061,0.046,8.531,1.359,3.844
Vince Carter,PF,42,ATL,2393887,76,9,1330,196,468,0.419,123,316,0.389,73,152,0.48,0.55,47,66,0.712,31,163,194,87,44,27,48,141,562,0.423,0.035,0.02,0.065,0.033,0.036,0.092,7.395,1.145,2.553
