player_name,Pos,Age,Tm,Salary,G,GS,MP,FG,FGA,FGp,x3P,x3PA,x3Pp,x2P,x2PA,x2Pp,eFGp,FT,FTA,FTp,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTSpm,FTpm,BLKpm,ASTpm,STLpm,TOVpm,x3Ppm,PPG,APG,RPG
Daniel Theis,C,26,BOS,1378242,66,2,908,146,266,0.549,26,67,0.388,120,199,0.603,0.598,56,76,0.737,87,138,225,68,21,42,33,161,374,0.412,0.062,0.046,0.075,0.023,0.036,0.029,5.667,1.03,3.409
Deandre Ayton,C,20,PHO,8175840,71,70,2183,509,870,0.585,0,4,0,509,866,0.588,0.585,141,189,0.746,223,506,729,125,61,67,126,209,1159,0.531,0.065,0.031,0.057,0.028,0.058,0,16.324,1.761,10.268
DeAndre Jordan,C,30,TOT,22897200,69,69,2047,286,446,0.641,0,0,0,286,446,0.641,0.641,186,264,0.705,225,677,902,156,42,73,153,167,758,0.37,0.091,0.036,0.076,0.021,0.075,0,10.986,2.261,13.072
DeMarcus Cousins,C,28,GSW,5337000,30,30,771,178,371,0.48,26,95,0.274,152,276,0.551,0.515,106,144,0.736,43,204,247,107,40,44,72,109,488,0.633,0.137,0.057,0.139,0.052,0.093,0.034,16.267,3.567,8.233
Derrick Favors,C,27,UTA,16900000,76,70,1766,363,619,0.586,17,78,0.218,346,541,0.64,0.6,154,228,0.675,207,353,560,89,56,106,84,163,897,0.508,0.087,0.06,0.05,0.032,0.048,0.01,11.803,1.171,7.368
Dewayne Dedmon,C,29,ATL,6300000,64,52,1609,259,526,0.492,83,217,0.382,176,309,0.57,0.571,92,113,0.814,105,375,480,90,69,71,84,214,693,0.431,0.057,0.044,0.056,0.043,0.052,0.052,10.828,1.406,7.5
Domantas Sabonis,C,22,IND,2659800,74,5,1838,413,700,0.59,9,17,0.529,404,683,0.592,0.596,208,291,0.715,186,504,690,212,48,30,160,239,1043,0.567,0.113,0.016,0.115,0.026,0.087,0.005,14.095,2.865,9.324
Dwight Powell,C,27,DAL,9631250,77,22,1662,290,486,0.597,39,127,0.307,251,359,0.699,0.637,196,254,0.772,140,271,411,112,44,50,67,201,815,0.49,0.118,0.03,0.067,0.026,0.04,0.023,10.584,1.455,5.338
Ed Davis,C,29,BRK,4449000,81,1,1446,186,302,0.616,0,2,0,186,300,0.62,0.616,100,162,0.617,216,478,694,61,35,33,64,226,472,0.326,0.069,0.023,0.042,0.024,0.044,0,5.827,0.753,8.568
Ekpe Udoh,C,31,UTA,3360000,51,1,320,50,72,0.694,0,0,0,50,72,0.694,0.694,19,30,0.633,27,63,90,28,10,31,13,36,119,0.372,0.059,0.097,0.088,0.031,0.041,0,2.333,0.549,1.765
Enes Kanter,C,26,TOT,19264603,67,31,1640,375,683,0.549,10,34,0.294,365,649,0.562,0.556,155,197,0.787,257,402,659,116,32,26,118,167,915,0.558,0.095,0.016,0.071,0.02,0.072,0.006,13.657,1.731,9.836
Frank Kaminsky,C,25,CHO,3627842,47,0,755,138,298,0.463,50,139,0.36,88,159,0.553,0.547,79,107,0.738,39,124,163,63,12,12,41,68,405,0.536,0.105,0.016,0.083,0.016,0.054,0.066,8.617,1.34,3.468
Gorgui Dieng,C,29,MIN,15170787,76,2,1031,189,377,0.501,19,56,0.339,170,321,0.53,0.527,88,106,0.83,81,230,311,72,48,41,57,134,485,0.47,0.085,0.04,0.07,0.047,0.055,0.018,6.382,0.947,4.092
Greg Monroe,C,28,TOT,2410167,43,2,480,92,189,0.487,1,5,0.2,91,184,0.495,0.489,45,72,0.625,67,105,172,24,14,8,32,66,230,0.479,0.094,0.017,0.05,0.029,0.067,0.002,5.349,0.558,4
Hassan Whiteside,C,29,MIA,24434262,72,53,1674,388,680,0.571,2,16,0.125,386,664,0.581,0.572,109,243,0.449,257,560,817,56,46,136,97,192,887,0.53,0.065,0.081,0.033,0.027,0.058,0.001,12.319,0.778,11.347
Ian Mahinmi,C,32,WAS,16000000,34,6,498,47,104,0.452,3,16,0.188,44,88,0.5,0.466,42,61,0.689,48,80,128,25,25,16,21,84,139,0.279,0.084,0.032,0.05,0.05,0.042,0.006,4.088,0.735,3.765
Ivica Zubac,C,21,TOT,1544951,59,37,1040,212,379,0.559,0,0,0,212,379,0.559,0.559,101,126,0.802,115,247,362,63,14,51,70,137,525,0.505,0.097,0.049,0.061,0.013,0.067,0,8.898,1.068,6.136
Jahlil Okafor,C,23,NOP,1567007,59,24,935,212,362,0.586,1,5,0.2,211,357,0.591,0.587,59,89,0.663,82,196,278,40,15,40,52,96,484,0.518,0.063,0.043,0.043,0.016,0.056,0.001,8.203,0.678,4.712
Jarrett Allen,C,20,BRK,2034120,80,80,2096,335,568,0.59,6,45,0.133,329,523,0.629,0.595,197,278,0.709,191,481,672,110,43,120,103,184,873,0.417,0.094,0.057,0.052,0.021,0.049,0.003,10.912,1.375,8.4
JaVale McGee,C,31,LAL,2393887,75,62,1671,400,641,0.624,1,12,0.083,399,629,0.634,0.625,96,152,0.632,195,371,566,52,47,148,108,208,897,0.537,0.057,0.089,0.031,0.028,0.065,0.001,11.96,0.693,7.547
Joakim Noah,C,33,MEM,20261172,42,1,693,110,213,0.516,0,1,0,110,212,0.519,0.516,78,109,0.716,58,180,238,89,20,31,50,96,298,0.43,0.113,0.045,0.128,0.029,0.072,0,7.095,2.119,5.667
Joel Embiid,C,24,PHI,25467250,64,64,2154,580,1199,0.484,79,263,0.3,501,936,0.535,0.517,522,649,0.804,160,711,871,234,46,122,226,211,1761,0.818,0.242,0.057,0.109,0.021,0.105,0.037,27.516,3.656,13.609
Johnathan Williams,C,23,LAL,127250,24,0,372,65,110,0.591,0,2,0,65,108,0.602,0.591,27,48,0.563,48,51,99,13,8,7,16,62,157,0.422,0.073,0.019,0.035,0.022,0.043,0,6.542,0.542,4.125
Jordan Bell,C,24,GSW,1378242,68,3,788,99,192,0.516,0,2,0,99,190,0.521,0.516,25,41,0.61,55,129,184,76,20,51,42,80,223,0.283,0.032,0.065,0.096,0.025,0.053,0,3.279,1.118,2.706
Karl-Anthony Towns,C,23,MIN,7839435,77,77,2545,681,1314,0.518,142,355,0.4,539,959,0.562,0.572,376,450,0.836,263,691,954,259,67,125,240,292,1880,0.739,0.148,0.049,0.102,0.026,0.094,0.056,24.416,3.364,12.39
Kenneth Faried,C,29,TOT,14242782,37,13,728,156,265,0.589,8,25,0.32,148,240,0.617,0.604,64,99,0.646,97,153,250,20,17,23,33,82,384,0.527,0.088,0.032,0.027,0.023,0.045,0.011,10.378,0.541,6.757
Kevon Looney,C,22,GSW,1567007,80,24,1481,217,347,0.625,1,10,0.1,216,337,0.641,0.627,65,105,0.619,194,223,417,123,46,53,51,211,500,0.338,0.044,0.036,0.083,0.031,0.034,0.001,6.25,1.538,5.213
Khem Birch,C,26,ORL,1378242,50,1,643,91,151,0.603,0,1,0,91,150,0.607,0.603,58,83,0.699,79,111,190,38,18,29,20,72,240,0.373,0.09,0.045,0.059,0.028,0.031,0,4.8,0.76,3.8
Kosta Koufos,C,29,SAC,8739500,42,1,502,73,153,0.477,0,0,0,73,153,0.477,0.477,10,24,0.417,52,125,177,36,15,18,27,68,156,0.311,0.02,0.036,0.072,0.03,0.054,0,3.714,0.857,4.214
Kyle O'Quinn,C,28,IND,4449000,45,3,371,69,136,0.507,1,12,0.083,68,124,0.548,0.511,17,21,0.81,29,90,119,56,9,25,31,68,156,0.42,0.046,0.067,0.151,0.024,0.084,0.003,3.467,1.244,2.644
LaMarcus Aldridge,C,33,SAS,22347015,81,81,2687,684,1319,0.519,10,42,0.238,674,1277,0.528,0.522,349,412,0.847,251,493,744,194,43,107,144,179,1727,0.643,0.13,0.04,0.072,0.016,0.054,0.004,21.321,2.395,9.185
Larry Nance,C,26,CLE,2272390,67,30,1795,249,479,0.52,33,98,0.337,216,381,0.567,0.554,96,134,0.716,168,384,552,214,100,40,97,192,627,0.349,0.053,0.022,0.119,0.056,0.054,0.018,9.358,3.194,8.239
Marc Gasol,C,34,TOT,24119025,79,72,2436,390,870,0.448,99,273,0.363,291,597,0.487,0.505,192,253,0.759,80,547,627,349,84,86,155,217,1071,0.44,0.079,0.035,0.143,0.034,0.064,0.041,13.557,4.418,7.937
Marcin Gortat,C,34,LAC,13565218,47,43,751,99,186,0.532,0,0,0,99,186,0.532,0.532,35,48,0.729,67,194,261,65,6,24,50,92,233,0.31,0.047,0.032,0.087,0.008,0.067,0,4.957,1.383,5.553
Mason Plumlee,C,28,DEN,12917808,82,17,1731,262,442,0.593,2,10,0.2,260,432,0.602,0.595,111,198,0.561,165,359,524,243,66,76,126,252,637,0.368,0.064,0.044,0.14,0.038,0.073,0.001,7.768,2.963,6.39
Meyers Leonard,C,26,POR,10595506,61,2,878,132,242,0.545,50,111,0.45,82,131,0.626,0.649,43,51,0.843,49,184,233,75,13,9,43,105,357,0.407,0.049,0.01,0.085,0.015,0.049,0.057,5.852,1.23,3.82
Mitchell Robinson,C,20,NYK,1485440,66,19,1360,202,291,0.694,0,0,0,202,291,0.694,0.694,81,135,0.6,177,246,423,37,52,161,35,217,485,0.357,0.06,0.118,0.027,0.038,0.026,0,7.348,0.561,6.409
Mo Bamba,C,20,ORL,4871280,47,1,766,117,243,0.481,21,70,0.3,96,173,0.555,0.525,37,63,0.587,64,169,233,39,13,64,43,102,292,0.381,0.048,0.084,0.051,0.017,0.056,0.027,6.213,0.83,4.957
Montrezl Harrell,C,25,LAC,6000000,82,5,2158,546,888,0.615,3,17,0.176,543,871,0.623,0.617,266,414,0.643,184,351,535,162,71,110,132,255,1361,0.631,0.123,0.051,0.075,0.033,0.061,0.001,16.598,1.976,6.524
Moritz Wagner,C,21,LAL,1764240,43,5,446,71,171,0.415,22,77,0.286,49,94,0.521,0.48,43,53,0.811,17,68,85,24,11,13,39,57,207,0.464,0.096,0.029,0.054,0.025,0.087,0.049,4.814,0.558,1.977
Myles Turner,C,22,IND,3294994,74,74,2119,380,780,0.487,76,196,0.388,304,584,0.521,0.536,148,201,0.736,101,430,531,115,60,199,100,195,984,0.464,0.07,0.094,0.054,0.028,0.047,0.036,13.297,1.554,7.176
Nerlens Noel,C,24,OKC,1757429,77,2,1055,162,276,0.587,0,0,0,162,276,0.587,0.587,54,79,0.684,127,198,325,45,66,96,48,166,378,0.358,0.051,0.091,0.043,0.063,0.045,0,4.909,0.584,4.221
Pau Gasol,C,38,TOT,17133285,30,6,360,42,94,0.447,6,13,0.462,36,81,0.444,0.479,28,40,0.7,22,115,137,52,5,15,16,29,118,0.328,0.078,0.042,0.144,0.014,0.044,0.017,3.933,1.733,4.567
Richaun Holmes,C,25,PHO,1600520,70,4,1184,222,365,0.608,0,0,0,222,365,0.608,0.608,128,175,0.731,115,216,331,60,42,79,52,194,572,0.483,0.108,0.067,0.051,0.035,0.044,0,8.171,0.857,4.729
Robert Williams,C,21,BOS,1656600,32,2,283,36,51,0.706,0,0,0,36,51,0.706,0.706,9,15,0.6,27,54,81,7,9,40,10,36,81,0.286,0.032,0.141,0.025,0.032,0.035,0,2.531,0.219,2.531
Robin Lopez,C,30,CHI,14357750,74,36,1606,304,535,0.568,7,31,0.226,297,504,0.589,0.575,89,123,0.724,140,146,286,89,11,78,96,124,704,0.438,0.055,0.049,0.055,0.007,0.06,0.004,9.514,1.203,3.865
Rudy Gobert,C,26,UTA,23491573,81,80,2577,476,712,0.669,0,0,0,476,712,0.669,0.669,332,522,0.636,309,732,1041,161,66,187,130,231,1284,0.498,0.129,0.073,0.062,0.026,0.05,0,15.852,1.988,12.852
Salah Mejri,C,32,DAL,2098196,36,4,399,55,112,0.491,11,34,0.324,44,78,0.564,0.54,20,32,0.625,36,95,131,35,10,26,21,55,141,0.353,0.05,0.065,0.088,0.025,0.053,0.028,3.917,0.972,3.639
Serge Ibaka,C,29,TOR,21666667,74,51,2010,464,877,0.529,49,169,0.29,415,708,0.586,0.557,135,177,0.763,156,445,601,99,29,103,114,211,1112,0.553,0.067,0.051,0.049,0.014,0.057,0.024,15.027,1.338,8.122
Steven Adams,C,25,OKC,24157304,80,80,2669,481,809,0.595,0,2,0,481,807,0.596,0.595,146,292,0.5,391,369,760,124,117,76,135,204,1108,0.415,0.055,0.028,0.046,0.044,0.051,0,13.85,1.55,9.5
Thomas Bryant,C,21,WAS,1378242,72,53,1496,309,502,0.616,33,99,0.333,276,403,0.685,0.648,107,137,0.781,113,341,454,92,25,67,60,126,758,0.507,0.072,0.045,0.061,0.017,0.04,0.022,10.528,1.278,6.306
Tristan Thompson,C,27,CLE,17469565,43,40,1198,201,380,0.529,0,0,0,201,380,0.529,0.529,68,106,0.642,173,265,438,86,28,16,59,89,470,0.392,0.057,0.013,0.072,0.023,0.049,0,10.93,2,10.186
Tyson Chandler,C,36,TOT,13585000,55,6,875,61,99,0.616,0,1,0,61,98,0.622,0.616,51,87,0.586,92,215,307,37,21,23,42,110,173,0.198,0.058,0.026,0.042,0.024,0.048,0,3.145,0.673,5.582
Wendell Carter,C,19,CHI,4446840,44,44,1110,180,371,0.485,6,32,0.188,174,339,0.513,0.493,89,112,0.795,87,220,307,78,26,58,65,152,455,0.41,0.08,0.052,0.07,0.023,0.059,0.005,10.341,1.773,6.977
Willie Cauley-Stein,C,25,SAC,4696874,81,81,2213,412,741,0.556,1,2,0.5,411,739,0.556,0.557,140,254,0.551,181,497,678,194,96,51,84,227,965,0.436,0.063,0.023,0.088,0.043,0.038,0,11.914,2.395,8.37
Zach Collins,C,21,POR,3628920,77,0,1356,189,400,0.473,40,121,0.331,149,279,0.534,0.523,94,126,0.746,109,215,324,71,25,66,77,174,512,0.378,0.069,0.049,0.052,0.018,0.057,0.029,6.649,0.922,4.208
Zaza Pachulia,C,34,DET,2393887,68,3,878,85,193,0.44,0,4,0,85,189,0.45,0.44,97,124,0.782,99,166,265,91,31,17,57,151,267,0.304,0.11,0.019,0.104,0.035,0.065,0,3.926,1.338,3.897
