player_name,Pos,Age,Tm,Salary,G,GS,MP,FG,FGA,FGp,x3P,x3PA,x3Pp,x2P,x2PA,x2Pp,eFGp,FT,FTA,FTp,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTSpm,FTpm,BLKpm,ASTpm,STLpm,TOVpm,x3Ppm,PPG,APG,RPG
Elie Okobo,PG,21,PHO,1238464,53,16,958,114,290,0.393,39,132,0.295,75,158,0.475,0.46,37,47,0.787,12,86,98,127,32,7,69,109,304,0.317,0.039,0.007,0.133,0.033,0.072,0.041,5.736,2.396,1.849
Emmanuel Mudiay,PG,22,NYK,4294479,59,42,1607,330,740,0.446,69,210,0.329,261,530,0.492,0.493,144,186,0.774,33,163,196,228,43,19,140,103,873,0.543,0.09,0.012,0.142,0.027,0.087,0.043,14.797,3.864,3.322
Eric Bledsoe,PG,29,MIL,15000000,78,78,2272,470,971,0.484,124,377,0.329,346,594,0.582,0.548,177,236,0.75,82,280,362,430,116,29,165,156,1241,0.546,0.078,0.013,0.189,0.051,0.073,0.055,15.91,5.513,4.641
Evan Turner,PG,30,POR,17868853,73,2,1605,204,443,0.46,11,52,0.212,193,391,0.494,0.473,75,106,0.708,37,291,328,283,33,18,114,110,494,0.308,0.047,0.011,0.176,0.021,0.071,0.007,6.767,3.877,4.493
Frank Jackson,PG,20,NOP,1378242,61,16,1169,194,447,0.434,53,169,0.314,141,278,0.507,0.493,54,73,0.74,25,109,134,69,25,2,48,92,495,0.423,0.046,0.002,0.059,0.021,0.041,0.045,8.115,1.131,2.197
Frank Mason,PG,24,SAC,1378242,38,0,435,71,169,0.42,14,64,0.219,57,105,0.543,0.462,39,57,0.684,6,37,43,84,16,4,36,34,195,0.448,0.09,0.009,0.193,0.037,0.083,0.032,5.132,2.211,1.132
Frank Ntilikina,PG,20,NYK,4155720,43,16,904,95,282,0.337,33,115,0.287,62,167,0.371,0.395,23,30,0.767,12,75,87,121,30,14,56,104,246,0.272,0.025,0.015,0.134,0.033,0.062,0.037,5.721,2.814,2.023
Fred VanVleet,PG,24,TOR,8653847,64,28,1760,246,600,0.41,112,296,0.378,134,304,0.441,0.503,97,115,0.843,21,146,167,307,57,20,82,110,701,0.398,0.055,0.011,0.174,0.032,0.047,0.064,10.953,4.797,2.609
George Hill,PG,32,TOT,19000000,60,13,1302,170,376,0.452,48,153,0.314,122,223,0.547,0.516,70,85,0.824,39,109,148,135,52,8,51,102,458,0.352,0.054,0.006,0.104,0.04,0.039,0.037,7.633,2.25,2.467
Isaac Bonga,PG,19,LAL,1000000,22,0,120,5,33,0.152,0,8,0,5,25,0.2,0.152,9,15,0.6,9,16,25,15,9,4,6,9,19,0.158,0.075,0.033,0.125,0.075,0.05,0,0.864,0.682,1.136
Isaiah Briscoe,PG,22,ORL,838464,39,0,559,55,138,0.399,11,34,0.324,44,104,0.423,0.438,15,26,0.577,5,69,74,87,11,2,31,66,136,0.243,0.027,0.004,0.156,0.02,0.055,0.02,3.487,2.231,1.897
Isaiah Canaan,PG,27,TOT,744671,30,16,629,64,164,0.39,34,96,0.354,30,68,0.441,0.494,19,24,0.792,6,52,58,84,14,2,35,52,181,0.288,0.03,0.003,0.134,0.022,0.056,0.054,6.033,2.8,1.933
Jalen Brunson,PG,22,DAL,1230000,73,38,1591,264,565,0.467,63,181,0.348,201,384,0.523,0.523,87,120,0.725,25,144,169,230,37,4,88,127,678,0.426,0.055,0.003,0.145,0.023,0.055,0.04,9.288,3.151,2.315
Jamal Murray,PG,21,DEN,3499800,75,74,2447,513,1173,0.437,152,414,0.367,361,759,0.476,0.502,189,223,0.848,65,252,317,363,67,27,158,153,1367,0.559,0.077,0.011,0.148,0.027,0.065,0.062,18.227,4.84,4.227
James Harden,PG,29,HOU,30570000,78,78,2867,843,1909,0.442,378,1028,0.368,465,881,0.528,0.541,754,858,0.879,66,452,518,586,158,58,387,244,2818,0.983,0.263,0.02,0.204,0.055,0.135,0.132,36.128,7.513,6.641
Jaylen Adams,PG,22,ATL,236854,34,1,428,38,110,0.345,25,74,0.338,13,36,0.361,0.459,7,9,0.778,11,49,60,65,14,5,28,45,108,0.252,0.016,0.012,0.152,0.033,0.065,0.058,3.176,1.912,1.765
Jeff Teague,PG,30,MIN,19000000,42,41,1264,176,416,0.423,35,105,0.333,141,311,0.453,0.465,123,153,0.804,16,90,106,343,43,18,97,90,510,0.403,0.097,0.014,0.271,0.034,0.077,0.028,12.143,8.167,2.524
Jeremy Lin,PG,30,TOT,12516746,74,4,1436,238,541,0.44,55,187,0.294,183,354,0.517,0.491,176,210,0.838,22,157,179,231,47,13,124,144,707,0.492,0.123,0.009,0.161,0.033,0.086,0.038,9.554,3.122,2.419
Jerian Grant,PG,26,ORL,2639313,60,1,939,92,220,0.418,40,110,0.364,52,110,0.473,0.509,26,40,0.65,19,79,98,156,44,6,51,78,250,0.266,0.028,0.006,0.166,0.047,0.054,0.043,4.167,2.6,1.633
Jerryd Bayless,PG,30,MIN,8575916,34,6,657,82,230,0.357,29,98,0.296,53,132,0.402,0.42,16,28,0.571,11,51,62,119,18,2,32,56,209,0.318,0.024,0.003,0.181,0.027,0.049,0.044,6.147,3.5,1.824
Jevon Carter,PG,23,MEM,838464,39,3,577,56,185,0.303,34,102,0.333,22,83,0.265,0.395,26,32,0.813,14,52,66,69,26,11,33,55,172,0.298,0.045,0.019,0.12,0.045,0.057,0.059,4.41,1.769,1.692
John Wall,PG,28,WAS,19169800,32,32,1104,245,552,0.444,51,169,0.302,194,383,0.507,0.49,122,175,0.697,15,101,116,279,49,29,121,71,663,0.601,0.111,0.026,0.253,0.044,0.11,0.046,20.719,8.719,3.625
Kemba Walker,PG,28,CHO,12000000,82,82,2863,731,1684,0.434,260,731,0.356,471,953,0.494,0.511,380,450,0.844,52,309,361,484,102,34,211,131,2102,0.734,0.133,0.012,0.169,0.036,0.074,0.091,25.634,5.902,4.402
Kris Dunn,PG,24,CHI,4221000,46,44,1389,215,506,0.425,34,96,0.354,181,410,0.441,0.458,55,69,0.797,19,168,187,277,68,21,104,166,519,0.374,0.04,0.015,0.199,0.049,0.075,0.024,11.283,6.022,4.065
Kyle Lowry,PG,32,TOR,32700000,65,65,2213,304,739,0.411,157,453,0.347,147,286,0.514,0.518,161,194,0.83,41,271,312,564,91,31,182,166,926,0.418,0.073,0.014,0.255,0.041,0.082,0.071,14.246,8.677,4.8
Kyrie Irving,PG,26,BOS,20099189,67,67,2214,604,1241,0.487,174,434,0.401,430,807,0.533,0.557,214,245,0.873,71,264,335,464,103,34,172,167,1596,0.721,0.097,0.015,0.21,0.047,0.078,0.079,23.821,6.925,5
Lonzo Ball,PG,21,LAL,7461960,47,45,1423,185,456,0.406,75,228,0.329,110,228,0.482,0.488,20,48,0.417,54,197,251,255,69,19,103,114,465,0.327,0.014,0.013,0.179,0.048,0.072,0.053,9.894,5.426,5.34
Lorenzo Brown,PG,28,TOR,800000,26,0,212,23,71,0.324,6,28,0.214,17,43,0.395,0.366,3,3,1,5,26,31,28,12,5,16,22,55,0.259,0.014,0.024,0.132,0.057,0.075,0.028,2.115,1.077,1.192
Matthew Dellavedova,PG,28,TOT,9607500,48,0,812,98,242,0.405,44,130,0.338,54,112,0.482,0.496,42,52,0.808,6,71,77,181,14,2,68,75,282,0.347,0.052,0.002,0.223,0.017,0.084,0.054,5.875,3.771,1.604
Michael Carter-Williams,PG,27,TOT,1468082,28,1,372,46,123,0.374,10,38,0.263,36,85,0.424,0.415,32,53,0.604,19,51,70,70,20,15,20,48,134,0.36,0.086,0.04,0.188,0.054,0.054,0.027,4.786,2.5,2.5
Mike Conley,PG,31,MEM,30521115,70,70,2342,490,1120,0.438,155,426,0.364,335,694,0.483,0.507,343,406,0.845,40,199,239,449,94,22,130,123,1478,0.631,0.146,0.009,0.192,0.04,0.056,0.066,21.114,6.414,3.414
Monte Morris,PG,23,DEN,1349383,82,6,1970,346,702,0.493,94,227,0.414,252,475,0.531,0.56,65,81,0.802,35,159,194,297,73,4,52,102,851,0.432,0.033,0.002,0.151,0.037,0.026,0.048,10.378,3.622,2.366
Patrick Beverley,PG,30,LAC,5027028,78,49,2137,194,477,0.407,112,282,0.397,82,195,0.421,0.524,96,123,0.78,76,312,388,300,67,43,85,265,596,0.279,0.045,0.02,0.14,0.031,0.04,0.052,7.641,3.846,4.974
Quinn Cook,PG,25,GSW,1544951,74,10,1059,204,439,0.465,81,200,0.405,123,239,0.515,0.557,20,26,0.769,22,135,157,116,20,3,50,92,509,0.481,0.019,0.003,0.11,0.019,0.047,0.076,6.878,1.568,2.122
Rajon Rondo,PG,32,LAL,9000000,46,29,1369,175,432,0.405,51,142,0.359,124,290,0.428,0.464,23,36,0.639,34,209,243,367,57,7,127,100,424,0.31,0.017,0.005,0.268,0.042,0.093,0.037,9.217,7.978,5.283
Raul Neto,PG,26,UTA,2100000,37,1,474,74,161,0.46,20,60,0.333,54,101,0.535,0.522,28,33,0.848,6,56,62,93,14,4,35,49,196,0.414,0.059,0.008,0.196,0.03,0.074,0.042,5.297,2.514,1.676
Raymond Felton,PG,34,OKC,2393887,33,0,379,55,135,0.407,20,61,0.328,35,74,0.473,0.481,12,13,0.923,4,30,34,52,10,6,14,29,142,0.375,0.032,0.016,0.137,0.026,0.037,0.053,4.303,1.576,1.03
Reggie Jackson,PG,28,DET,17043478,82,82,2289,441,1047,0.421,174,471,0.369,267,576,0.464,0.504,204,236,0.864,45,171,216,344,55,9,148,208,1260,0.55,0.089,0.004,0.15,0.024,0.065,0.076,15.366,4.195,2.634
Ricky Rubio,PG,28,UTA,14800000,68,67,1899,295,730,0.404,79,254,0.311,216,476,0.454,0.458,195,228,0.855,33,210,243,416,91,10,180,180,864,0.455,0.103,0.005,0.219,0.048,0.095,0.042,12.706,6.118,3.574
Russell Westbrook,PG,30,OKC,35665000,73,73,2630,630,1473,0.428,119,411,0.29,511,1062,0.481,0.468,296,451,0.656,109,698,807,784,142,33,325,245,1675,0.637,0.113,0.013,0.298,0.054,0.124,0.045,22.945,10.74,11.055
Ryan Arcidiacono,PG,24,CHI,1349383,81,32,1961,187,418,0.447,81,217,0.373,106,201,0.527,0.544,89,102,0.873,27,192,219,269,65,4,63,171,544,0.277,0.045,0.002,0.137,0.033,0.032,0.041,6.716,3.321,2.704
Shabazz Napier,PG,27,BRK,1942422,56,2,983,169,435,0.389,76,228,0.333,93,207,0.449,0.476,115,138,0.833,18,82,100,143,41,16,66,67,529,0.538,0.117,0.016,0.145,0.042,0.067,0.077,9.446,2.554,1.786
Shai Gilgeous-Alexander,PG,20,LAC,3375360,82,73,2174,341,716,0.476,51,139,0.367,290,577,0.503,0.512,156,195,0.8,57,175,232,270,96,45,141,175,889,0.409,0.072,0.021,0.124,0.044,0.065,0.023,10.841,3.293,2.829
Shaquille Harrison,PG,25,CHI,1325531,73,11,1430,184,426,0.432,24,89,0.27,160,337,0.475,0.46,82,123,0.667,33,189,222,139,89,30,60,124,474,0.331,0.057,0.021,0.097,0.062,0.042,0.017,6.493,1.904,3.041
Shaun Livingston,PG,33,GSW,8307692,64,0,967,109,210,0.519,0,2,0,109,208,0.524,0.519,40,51,0.784,42,75,117,114,31,27,38,74,258,0.267,0.041,0.028,0.118,0.032,0.039,0,4.031,1.781,1.828
Shelvin Mack,PG,28,TOT,2512601,57,3,1246,163,403,0.404,46,130,0.354,117,273,0.429,0.462,58,84,0.69,18,86,104,183,47,4,66,84,430,0.345,0.047,0.003,0.147,0.038,0.053,0.037,7.544,3.211,1.825
Spencer Dinwiddie,PG,25,BRK,1656092,68,4,1914,366,828,0.442,124,370,0.335,242,458,0.528,0.517,287,356,0.806,26,140,166,311,40,17,152,187,1143,0.597,0.15,0.009,0.162,0.021,0.079,0.065,16.809,4.574,2.441
Stephen Curry,PG,30,GSW,37457154,69,69,2331,632,1340,0.472,354,810,0.437,278,530,0.525,0.604,263,287,0.916,45,324,369,361,92,25,192,166,1881,0.807,0.113,0.011,0.155,0.039,0.082,0.152,27.261,5.232,5.348
Terry Rozier,PG,24,BOS,3050389,79,14,1791,258,666,0.387,119,337,0.353,139,329,0.422,0.477,73,93,0.785,32,275,307,231,68,21,68,101,708,0.395,0.041,0.012,0.129,0.038,0.038,0.066,8.962,2.924,3.886
Tim Frazier,PG,28,TOT,1832107,59,19,1120,116,261,0.444,37,101,0.366,79,160,0.494,0.515,41,54,0.759,41,127,168,248,30,5,76,112,310,0.277,0.037,0.004,0.221,0.027,0.068,0.033,5.254,4.203,2.847
Tony Parker,PG,36,CHO,5000000,56,0,1003,213,463,0.46,13,51,0.255,200,412,0.485,0.474,91,124,0.734,14,69,83,207,21,7,75,53,530,0.528,0.091,0.007,0.206,0.021,0.075,0.013,9.464,3.696,1.482
Trae Young,PG,20,ATL,5363280,81,81,2503,525,1256,0.418,156,482,0.324,369,774,0.477,0.48,343,414,0.829,64,237,301,653,72,15,308,140,1549,0.619,0.137,0.006,0.261,0.029,0.123,0.062,19.123,8.062,3.716
Trey Burke,PG,26,TOT,1795015,58,8,1125,236,548,0.431,56,159,0.352,180,389,0.463,0.482,103,124,0.831,28,71,99,159,33,7,49,58,631,0.561,0.092,0.006,0.141,0.029,0.044,0.05,10.879,2.741,1.707
Tyler Johnson,PG,26,TOT,19245370,57,22,1529,217,526,0.413,90,260,0.346,127,266,0.477,0.498,95,127,0.748,34,139,173,166,54,27,77,97,619,0.405,0.062,0.018,0.109,0.035,0.05,0.059,10.86,2.912,3.035
Tyrone Wallace,PG,24,LAC,1349383,62,0,628,92,217,0.424,4,19,0.211,88,198,0.444,0.433,30,57,0.526,20,81,101,42,21,7,36,83,218,0.347,0.048,0.011,0.067,0.033,0.057,0.006,3.516,0.677,1.629
Tyus Jones,PG,22,MIN,2444052,68,23,1560,185,446,0.415,40,126,0.317,145,320,0.453,0.46,58,69,0.841,23,111,134,327,81,5,47,78,468,0.3,0.037,0.003,0.21,0.052,0.03,0.026,6.882,4.809,1.971
Yogi Ferrell,PG,25,SAC,3000000,71,3,1067,153,352,0.435,54,149,0.362,99,203,0.488,0.511,60,67,0.896,13,96,109,137,36,4,40,64,420,0.394,0.056,0.004,0.128,0.034,0.037,0.051,5.915,1.93,1.535
